StockName,StockCode,TypeBiz,MainProduct,OriginDate
유나이티드,33270,의약품 제조업,"홈타민 진생연질60C(비타민제),항암제,항생제,순환기계,해열진통제,소화기계약품 제조",2007-10-23
디아이씨,92200,자동차 신품 부품 제조업,"자동차부품(트란스밋숀,프런트액슬,기어,전동축),변속동력전달장치,특수공구,농기계 및 산업기계부품 제조,무역",2007-10-18
CJ제일제당,97950,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",2007-09-28
팬오션,28670,해상 운송업,"해상화물운송(외항,운수보관)",2007-09-21
한진중공업,97230,토목 건설업,"선박건조,기계플랜트 제조/토목공사,건축공사,조경공사,전기공사,가스공사,준설공사,기계설비공사",2007-08-31
JW홀딩스,96760,기타 금융업,의약품 수출입업,2007-07-31
SK이노베이션,96770,석유 정제품 제조업,"석유정제,석유화학제품,윤활유제품,아스팔트제품,의약중간체 제조,판매,유전개발,대체에너지사업",2007-07-25
삼성카드,29780,기타 금융업,"신용카드업,상품신용판매,현금서비스,카드론,리스,기업대출,여행업무,통신판매",2007-06-27
베트남개발1,96300,신탁업 및 집합투자업,투자신탁,2007-06-13
알루코,1780,1차 비철금속 제조업,"알루미늄제품,샷시 제조",2007-06-07
웅진씽크빅,95720,초등 교육기관,"기타출판 제조/서적,교구,통신판매 도소매/부동산 임대/교구렌탈,컴퓨터운용관련서비스",2007-05-31
맵스리얼티1,94800,신탁업 및 집합투자업,,2007-04-09
메타랩스,90370,봉제의복 제조업,"여성용 의류(캐쥬얼티셔츠,바지) 제조",2006-12-26
후성,93370,기초 화학물질 제조업,"불소화물 제조,도매",2006-12-22
LF,93050,봉제의복 제조업,"기성복, 의류, 잡화, 제조",2006-12-01
주연테크,44380,컴퓨터 및 주변장치 제조업,"각종컴퓨터,주변기기 제조/소프트웨어 개발",2006-11-15
코스맥스비티아이,44820,기타 금융업,"화장품,의약부외품 제조,도매",2006-11-13
인천도시가스,34590,연료용 가스 제조 및 배관공급업,도시가스 공급/가스설비공사,2006-11-07
삼정펄프,9770,"펄프, 종이 및 판지 제조업","지류화장지,안면용,위생용 티슈 제조,판매",2006-10-17
KEC,92220,반도체 제조업,반도체 제조,2006-10-16
KPX홀딩스,92230,기초 화학물질 제조업,지주회사,2006-10-12
HDC현대EP,89470,기타 화학제품 제조업,"합성수지(PP컴파운딩가공,자동차범퍼,내장제) 제조,도소매",2006-09-25
세원셀론텍,91090,"구조용 금속제품, 탱크 및 증기발생기 제조업","화학플랜트 설비,기계 제작(음식료,석유화학사업관련)/유공압기기 판매",2006-07-31
노루페인트,90350,기타 화학제품 제조업,페인트 제조,2006-07-03
아모레퍼시픽,90430,기타 화학제품 제조업,"화장품,생활용품 제조, 판매",2006-06-29
롯데관광개발,32350,여행사 및 기타 여행보조 서비스업,"국내외여행알선,관광개발,전세운수,항공권매매대행",2006-06-08
평화산업,90080,자동차 신품 부품 제조업,"자동차부품(방진고무,방류고무(COVER류,CUP류),호스류),장비시설용 부품 제조,판매",2006-06-02
우진플라임,49800,특수 목적용 기계 제조업,"플라스틱사출성형기 제조,판매",2006-05-24
신세계I&C,35510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","IT시스템 개발, 운영 및 유지보수, IT 컨설팅, IT장비솔루션 총판, 아웃소싱, IDC, IT기기 및 휴대폰 유통, 전자상품권",2006-05-18
진도,88790,기타 전문 도매업,"모피제품 제조,가공",2006-03-28
맥쿼리인프라,88980,신탁업 및 집합투자업,증권투자회사,2006-03-15
롯데쇼핑,23530,종합 소매업,"백화점(의류,식품 및 잡화),할인점 운영/전자상거래",2006-02-09
현대글로비스,86280,기타 운송관련 서비스업,"화물운송주선,화물포장,자동차 수리/산업용 기계장비 임대",2005-12-26
티비에이치글로벌,84870,봉제의복 제조업,"캐주얼의류,여성의류,남성의류 제조,도소매",2005-12-19
하나금융지주,86790,기타 금융업,기타 금융,2005-12-12
제일연마,1560,기타 비금속 광물제품 제조업,"연마석,다이아몬드공구 제조,도소매/주택건설",2005-12-09
현대리바트,79430,가구 제조업,"일반목재가구(책상,침실가구),주방가구,목창호,사무용가구,선실가구 제조",2005-11-22
대한제강,84010,1차 철강 제조업,"제강,철재,철근,환봉,마환봉,빌레트 제조",2005-10-31
새론오토모티브,75180,자동차 신품 부품 제조업,"자동차부품(브레이크패드,라이닝)",2005-10-21
그린케미칼,83420,기타 화학제품 제조업,"비이온계면활성제 제조,도매",2005-10-20
대상홀딩스,84690,기타 금융업,지주회사,2005-08-17
코아스,71950,가구 제조업,"사무용가구,금속가구 도매,제조",2005-08-04
이월드,84680,유원지 및 기타 오락관련 서비스업,"놀이시설 운영,입장료,식음료 소매,부동산 임대",2005-07-26
동양고속,84670,육상 여객 운송업,고속버스 운송/부동산 임대,2005-07-25
한미반도체,42700,특수 목적용 기계 제조업,"반도체 후공정장비,반도체금형 제조/부동산 매매,임대",2005-07-22
동일산업,4890,1차 철강 제조업,"봉강,합금철,철근,마봉강,냉간압조용선재,주조,지선,주강,다이아몬드공구 제조,도매",2005-06-30
삼호개발,10960,기반조성 및 시설물 축조관련 전문공사업,"토공사,철근콘크리트공사,포장공사,미장방수공사,상하수도공사,수중공사,비계구조물해체공사/골재,아스콘 제조,판매,중기임대",2005-05-12
금호타이어,73240,고무제품 제조업,"타이어,튜브 제조,도매,무역",2005-02-17
CJ CGV,79160,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",2004-12-24
일진다이아,81000,기타 화학제품 제조업,"공업용 합성다이아몬드 제조,도매,수출입",2004-12-22
유니드,14830,기초 화학물질 제조업,"탄산칼륨,가성칼륨,가성카리,탄산카리(무기화합물),MDF(가공목재) 제조,도매",2004-12-03
상신브레이크,41650,자동차 신품 부품 제조업,"자동차 브레이크 슈 어셈블리,브레이크패드 제조/군납업,무역/부동산 임대",2004-10-27
인팩,23810,자동차 신품 부품 제조업,"자동차용 케이블,전자정보통신관련기기 제조,도매",2004-09-21
GS,78930,기타 금융업,지주회사/부동산 임대,2004-08-05
유니퀘스트,77500,기계장비 및 관련 물품 도매업,"반도체직접회로 도매,무역,제조",2004-08-05
다스코,58730,"구조용 금속제품, 탱크 및 증기발생기 제조업","데크플레이트,도로안전시설물(가드레일,강재방호책),건축용단열재보드(경질우레탄보드),신재생에너지사업",2004-08-02
LG디스플레이,34220,전자부품 제조업,액정표시장치(TFT-LCD) 제조,2004-07-23
텔코웨어,78000,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","소프트웨어(핵심망솔루션,무선데이터솔루션,요소기술) 개발,유지보수,무역",2004-07-20
STX엔진,77970,일반 목적용 기계 제조업,"엔진,터빈,내연기관 제조,도매",2004-05-10
NICE,34310,회사 본부 및 경영 컨설팅 서비스업,"기업신용분석,유가증권등급평정,기업정보,긍융정보,경제정보,소비자신용정보 제공,시장조사,사회여론조사,점외 CD/ATM사업",2004-02-04
대교,19680,초등 교육기관,"학습지,참고서 출판/건설업/종합유선방송 프로그램공급,디지털학원",2004-02-03
기업은행,24110,은행 및 저축기관,은행업,2003-12-24
이엔플러스,74610,일반 목적용 기계 제조업,소방자동차 제조,2003-12-23
한솔홈데코,25750,제재 및 목재 가공업,"PB,MDF,바닥재,강화,재생목재,LPM,제재목 제조,도소매,무역/임업,벌목관련 사업",2003-11-04
이수페타시스,7660,전자부품 제조업,"P.C.B(인쇄회로기판),M.L.B 제조",2003-10-07
강원랜드,35250,유원지 및 기타 오락관련 서비스업,"카지노,관광호텔,골프장,스키장,체육시설 운영",2003-09-04
YG PLUS,37270,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","광고대행,광고물 제작",2003-08-01
농심홀딩스,72710,기타 금융업,"지주회사,투자자문,경영컨설팅 서비스",2003-07-30
한국금융지주,71050,기타 금융업,금융지주회사,2003-07-21
유엔젤,72130,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","소프트웨어(무선인터넷 솔루션,ASP통신사업자용 지능망솔루션 및 단문메세지센터) 개발,공급",2003-07-01
SBS,34120,텔레비전 방송업,"TV,라디오방송,광고",2003-06-25
엔씨소프트,36570,소프트웨어 개발 및 공급업,"인터넷머그게임(리니지),그룹웨어,인터넷커뮤니티 개발,유지,공급",2003-05-22
하이스틸,71090,1차 철강 제조업,"강관 제조,도매",2003-02-17
DSR제강,69730,1차 철강 제조업,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조",2003-01-28
태경케미컬,6890,기초 화학물질 제조업,"드라이아이스,액체탄산,고체탄산 제조",2003-01-28
한농화성,11500,기타 화학제품 제조업,"계면활성제,글리콜에테르 제조,판매",2003-01-09
현대백화점,69960,종합 소매업,백화점,2002-11-25
대호에이엘,69460,1차 비철금속 제조업,"알루미늄 환절판 제조,도매,무역",2002-11-11
대웅제약,69620,의약품 제조업,"양약,의료기기 제조/화장품,의약부의품 도소매/부동산 임대",2002-11-01
마니커,27740,"도축, 육류 가공 및 저장 처리업","닭고기,햄,계육가공제품,계육,육가공제품 제조,판매,유통/양계관련사업/부동산임대/수출입대행",2002-10-29
S&T홀딩스,36530,기타 금융업,"지배,경영지도,정리,육성",2002-10-22
휴켐스,69260,기타 화학제품 제조업,"화합물,화학제품 제조",2002-10-07
세종공업,33530,자동차 신품 부품 제조업,"자동차부품,자동차소음기(머플러),배기가스정화기,배기계통부품 제조",2002-09-25
포스코강판,58430,1차 철강 제조업,"용융아연도금강판,용융알루미늄도금강판,칼라도장강판,냉연강판 가공,제조,도매",2002-08-16
삼성출판사,68290,"서적, 잡지 및 기타 인쇄물 출판업","서적 출판,인쇄,소매/부동산 임대",2002-08-05
세이브존I&C,67830,종합 소매업,"대형할인점(백화점)/부동산 임대/주차장,문화센터 운영",2002-07-25
교보증권,30610,금융 지원 서비스업,"유가증권 매매,중개,대리,인수",2002-07-18
한샘,9240,생활용품 도매업,"주방가구(씽크대),인테리어가구 판매,제조/주택신축판매",2002-07-16
신세계건설,34300,건물 건설업,"토목,건축,건축관련기술서비스,빌딩관리용역,골프장,내장공사,시설개보수,설계용역",2002-06-17
우신시스템,17370,특수 목적용 기계 제조업,"자동차차체자동화용접조립라인,용접설비,자동용접장비 제조,판매",2002-05-28
LG전자,66570,통신 및 방송 장비 제조업,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",2002-04-22
한국콜마홀딩스,24720,기타 금융업,"화장품,의약부외품의 주문자표시 제조,도매",2002-04-09
S&T모티브,64960,자동차 신품 부품 제조업,"자동차부품(서스펜션모듈,전장품,속옵서버,에어백,트로틀바디,너클),방산품(총포) 제조,도매",2002-03-11
광주신세계,37710,종합 소매업,백화점,2002-02-07
일진디스플,20760,반도체 제조업,"박막액정표시장치(TFT-LCD) 패널,LT(리튬탄탈에이트)웨이퍼,분말야금제품(초고압용공구),보석다이아몬드 제조,판매/종합건설",2002-01-09
필룩스,33180,전자부품 제조업,"전자부품(페라이트코아,트랜스포머,데코램프) 제조/온라인정보 제공/부동산 임대",2001-12-26
종근당바이오,63160,의약품 제조업,"의약품,원료의약품 제조",2001-12-11
신한지주,55550,기타 금융업,금융지주회사,2001-09-10
코웨이,21240,그외 기타 개인 서비스업,"렌탈 서비스(정수기,비데, 필터교환 등), 가정용기기 도매,판매,제조,폐기물처리설비,수출(정수기,청정기)",2001-08-07
세아홀딩스,58650,1차 철강 제조업,지주회사/투자 및 경영컨설팅/부동산 임대,2001-07-30
LG생활건강,51900,기타 화학제품 제조업,"화장품,생활용품 제조,도매",2001-04-25
LG화학,51910,기초 화학물질 제조업,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매",2001-04-25
대우건설,47040,건물 건설업,"아파트건설,토목공사,건축공사,포장공사,전기공사,무역/중장비 대여",2001-03-23
포스코인터내셔널,47050,상품 중개업,"무역(철강,화학,자동차부품),수출주선,대행,알선,가공원단,폴리우레탄,자동차시트 제조",2001-03-23
대우조선해양,42660,선박 및 보트 건조업,선박 제조,2001-02-02
두산인프라코어,42670,특수 목적용 기계 제조업,"굴삭기,엔진 제조,도소매",2001-02-02
진양화학,51630,플라스틱제품 제조업,"레쟈,바닥재 제조",2001-01-29
동원F&B,49770,기타 식품 제조업,"참치캔,음료,냉동식품 제조,판매",2000-11-23
두산중공업,34020,일반 목적용 기계 제조업,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",2000-10-25
한국내화,10040,"내화, 비내화 요업제품 제조업","내화벽돌,내화몰탈,축로등 제조,판매",2000-10-16
한세예스24홀딩스,16450,봉제의복 제조업,"의류(니트) 제조,도소매,원단 제조,부동산 임대",2000-01-06
대성홀딩스,16710,회사 본부 및 경영 컨설팅 서비스업,"도시가스,일반가스 공급/가스기기,차량용 연료 판매/해외자원개발,부동산 임대",1999-12-22
대원제약,3220,의약품 제조업,"의약품(해열소염진통제,진해거담제,동맥경화용제,혈압강하제 등), 건강기능식품(프로바이오틱스 등)",1999-12-15
한국가스공사,36460,연료용 가스 제조 및 배관공급업,"액화천연가스 공급,제조,도매,개발",1999-12-15
미래아이앤지,7120,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","CCTV, DVR제조, 금융솔루션, 방산제품",1999-11-26
화천기공,850,특수 목적용 기계 제조업,"CNC선반,CNC밀링,연마기(금속공작기계),MC공작기계,COPY밀링기계,주방품 제조,도매",1999-11-18
팜스코,36580,"곡물가공품, 전분 및 전분제품 제조업","배합사료 제조,도매",1999-10-25
케이티앤지,33780,담배 제조업,"잎담배,제조담배,홍삼,홍삼제품 제조,판매",1999-10-08
한국조선해양,9540,선박 및 보트 건조업,"선박,해양구조물,엔진,펌프 전동기,중전기,중장비 제조/자동창고,물류시스템",1999-08-24
디씨엠,24090,1차 철강 제조업,"PCM(칼라강판),라미네이트강판,산업용필름 제조,판매",1999-08-18
AK홀딩스,6840,기타 금융업,지주사업,1999-08-11
대한유화,6650,기초 화학물질 제조업,"폴리프로필렌,고밀도폴리에틸렌,나프타분해유분,올레핀류,혼합C4류,분해가솔린 제조",1999-08-11
백산,35150,플라스틱제품 제조업,"P.U.인조피혁,부직포인공피혁 제조,무역",1999-08-11
지투알,35000,회사 본부 및 경영 컨설팅 서비스업,지주회사,1999-08-11
체시스,33250,자동차 신품 부품 제조업,"자동차부품,뒷차축 제조",1999-08-11
자화전자,33240,전자부품 제조업,"Bonded magenet,플라스틱자성제품,티탄산 바륨계 반도체소자,휴대전화용 Vibration Motor,전자관,전자부품 제조",1999-01-06
케이티,30200,전기 통신업,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)",1998-12-23
하이트론씨스템즈,19490,영상 및 음향기기 제조업,"영상음향기기(보안시스템,CCTV용 모니터,CRT,화상회의시스템),정보통신기기 제조",1998-11-04
제일기획,30000,광고업,"광고 대행/광고물,영화 제작,인쇄,출판",1998-03-03
디피씨,26890,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전자레인지용 고압변성기,리엑터,디지탈위성방송수신기 제조",1997-11-25
케이씨,29460,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",가스/Chemical 공급 장치 등 제조 및 판매,1997-11-25
대원화성,24890,플라스틱제품 제조업,"합성피혁,벽지,DMF(폐용수)정제,방수투습원단,화공약 임가공,제조,도매,수출입",1997-10-28
E1,17940,기타 전문 도매업,"LPG(프로판,부탄가스),가스기기판매",1997-08-27
SK가스,18670,기타 전문 도매업,"액화석유가스,가스기기 판매,수입,저장",1997-08-27
다우기술,23590,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","인터넷솔루션 개발,도매,IT컨설팅,시스템 설계,자문,인터넷관련서비스/부동산분양,개발,임대",1997-08-27
영보화학,14440,플라스틱제품 제조업,"가교발포폴리에틸렌(아티론,영보드) 제조,판매",1997-08-27
SKC,11790,기타 화학제품 제조업,"폴리에스테르필름,합성수지,LCD용 필름 제조",1997-07-18
웰바이오텍,10600,상품 중개업,"피혁의류 도,소매,의류 판매,수입,피혁(GRAIN LEATHER) 제조",1997-07-18
한국주강,25890,특수 목적용 기계 제조업,"주강,주물 제조,도매",1997-07-18
덕양산업,24900,자동차 신품 부품 제조업,"자동차부품(CRASH PAD,TRIM PANEL) 제조,판매",1997-06-23
부산도시가스,15350,연료용 가스 제조 및 배관공급업,"도시가스 배관공급,가스기기 판매,설비공사",1997-06-23
에쓰씨엔지니어링,23960,토목 건설업,"기술용역(건축설계) 서비스/화학플랜트 설비,기계 제작(음식료,석유화학사업관련)/유공압기기 판매",1997-06-23
인지컨트롤스,23800,자동차 신품 부품 제조업,"자동차부품(터머스위치,터머스탯) 제조",1997-06-23
경동인베스트,12320,기타 금융업,지주회사,1997-03-07
에스제이엠홀딩스,25530,자동차 부품 및 내장품 판매업,지주회사및경영자문,1997-02-12
콤텍시스템,31820,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템(네트웍) 구축/데이터통신장비(모뎀,먹스),종합네트워크시스템 제조,설치,유지보수",1997-02-12
SK하이닉스,660,반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매",1996-12-26
MH에탄올,23150,알코올음료 제조업,"주정,탄산가스 제조",1996-12-24
국동,5320,생활용품 도매업,"셔츠,스웨터,파자마(섬유제품) 제조,판매,수출/부동산 임대",1996-12-24
동남합성,23450,기초 화학물질 제조업,"계면활성제,정밀화학품 제조,도매/부동산 임대",1996-12-24
삼성엔지니어링,28050,"건축기술, 엔지니어링 및 관련 기술 서비스업","산업설비,건물,구축물,토목시설의 설계,시공,공사감리",1996-12-24
신도리코,29530,컴퓨터 및 주변장치 제조업,"복사기,팩시밀리,프린터,주변기기 제조,판매",1996-12-24
예스코홀딩스,15360,기타 금융업,지주사업,1996-12-24
퍼시스,16800,가구 제조업,"사무용 가구,의자,책상,캐비넷 제조",1996-12-24
WISCOM,24070,플라스틱제품 제조업,"플라스틱제품(PVC컴파운드,ABS,PS가공) 제조,도매,임가공",1996-11-22
동원수산,30720,어로 어업,"원양어업/수산물 제조,가공/참치어류 냉동냉장업",1996-11-22
미래산업,25560,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","PCB마운터,반도체검사장비(반도체테스트핸들러),LCD 검사장비,리드프레임매가진 제조,도매,무역",1996-11-22
KTB투자증권,30210,금융 지원 서비스업,"금융업, 서비스, 부동산",1996-11-19
HDC,12630,기타 금융업,"토목공사,건축공사,아파트분양사업,재개발/재건축사업",1996-10-16
광전자,17900,반도체 제조업,"트랜지스터,SMD TR,발광소자,리모콘모듈,발광다이오드(L.E.D),다이오드용웨이퍼팹(Fab) 제조,판매",1996-10-16
한국단자공업,25540,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전기변환장치(광커넥터,통신용콘넥터,정밀압착단자설계) 제조,무역(수출)",1996-10-16
디아이,3160,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체검사장비,전자부품,레저용품,석제품 제조,판매,오파,부동산임대업",1996-07-31
신성이엔지,11930,반도체 제조업,"태양전지, 태양광모듈 제조 및 판매, 태양광 발전설치공사, 클린룸, 자동화장비",1996-07-31
티에이치엔,19180,기타 전기장비 제조업,"자동차부품(전기배선장치류) 제조,도매",1996-07-31
한온시스템,18880,일반 목적용 기계 제조업,"자동차용부품(라디에이터,히터,에어콘,압축기,콘덴서,컴퓨레사) 제조,도매",1996-07-31
세원정공,21820,자동차 신품 부품 제조업,"자동차부품(차체류,램프류) 제조",1996-07-03
세하,27970,"펄프, 종이 및 판지 제조업","백판지,마니라판지,지류,하수처리기계 제조/상하수도설비공사,수질오염방지시설공사",1996-07-03
영풍제지,6740,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,지관원지,라이나원지 제조",1996-07-03
유니온,910,"시멘트, 석회, 플라스터 및 그 제품 제조업","백시멘트,타일시멘트,알루미나시멘트,용융알루미나,급결제,필터프레스,유니필터제조,도매",1996-07-03
키다리스튜디오,20120,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","만화, 소설 등 콘텐츠 제작 및 유통, 판매, 컴퓨터 프로그래밍, 시스템 통합 및 관리업",1996-07-03
한섬,20000,봉제의복 제조업,"여성의류,금속 액세서리,신발,가방,선글라스 제조,판매",1996-07-03
현대엘리베이터,17800,일반 목적용 기계 제조업,"엘리베이터,에스컬레이터,공항,공정,크린룸,병원 물류시스템,수,배송센터,고속소팅시스템,주차설비 제조,판매,보수",1996-07-03
환인제약,16580,의약품 제조업,"의약품(신경정신질환치료제,소화기관용약제,연고) 제조,도매",1996-07-03
계룡건설산업,13580,토목 건설업,"건축공사,주택공사,토목공사,포장공사,전기공사",1996-01-30
서원,21050,금속 주조업,"비철금속(황동 빌레트,인코트) 제조,재생원료생산",1996-01-30
에스원,12750,"경비, 경호 및 탐정업","부가통신 서비스(경비),안전관리용역,CCTV카메라",1996-01-30
태경산업,15890,기초 화학물질 제조업,"제강용 정련제(프락스),카바이드,중질탈산칼슘 제조,판매/고속도로휴게소 운영",1996-01-30
신대양제지,16590,"골판지, 종이 상자 및 종이용기 제조업","골판지용 골심지,라이너지 제조,수출입",1995-12-21
유양디앤유,11690,반도체 제조업,"혼성직접회로,통신기기 제조/화공약품,케이블 도매",1995-12-21
남해화학,25860,"비료, 농약 및 살균, 살충제 제조업","비료(요소,복합비료),공업제품원료 제조,도매",1995-11-10
동원금속,18500,자동차 신품 부품 제조업,"자동차부품(도어후레임,머플러,임팩트빔),강관 제조,판매",1995-11-10
성안,11300,직물직조 및 직물제품 제조업,"제직,염색,폴리에스터직물,자수직물봉제 제조,판매/임대료,관리비 수입",1995-11-10
HMM,11200,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",1995-10-05
경인양행,12610,기초 화학물질 제조업,"반응성염료,직접염료,산성염료,삼원색원료 제조,수출입",1995-10-05
풀무원,17810,기타 식품 제조업,"두부류,생면류,나물류,냉동류,조미류,김치류,묵류,녹즙,과채음료,건강보조식품 판매,제조,생식품 수출",1995-10-05
서울도시가스,17390,연료용 가스 제조 및 배관공급업,"도시가스공급,가스공급설비공사",1995-08-18
이구산업,25820,1차 비철금속 제조업,"동판.조,황동판.조,인청동판.조 제조,임가공/부동산 임대",1995-08-18
에넥스,11090,가구 제조업,"씽크상판,주방기기,목재케비넷,유해가스저감장치시설 제조,판매",1995-07-08
에이프로젠 KIC,7460,기타 금속 가공제품 제조업,"단열장치,철구조물,가열로,특수단열재(금속표면경화육성,원자로용) 제조/단열공사/부동산 임대",1995-07-08
